Hotel Address,Hotel Name,Review
"Za La Porte Ouest, Route nationale 14, 95480 Pierrelaye, France",ibis budget Cergy Pierrelaye,"Horrible experience. The photos has nothing to do with the room. The WC is a nightmare. The shower was dirty, clogged and the water flooded the entire toilet.
Note that the sink for washing the face, teeth and take care of our personal hygiene is next to the bed (almost as if it was a bedside table).
At least the bed was comfortable. No space to put away the clothes."
"Za La Porte Ouest, Route nationale 14, 95480 Pierrelaye, France",ibis budget Cergy Pierrelaye,"Terrible, dirty hotel avoid avoid avoid. Couldn't give no stars. Stunk of stale cigarettes, window vent and smoke alarm heads stuff with paper and cigarette buts on the floor (non smoking room). Reception useless and door wouldn't open with code on 6noccasions in 2 say stay. Vile and not worthy of being associated with the Accorr brand"
"Za La Porte Ouest, Route nationale 14, 95480 Pierrelaye, France",ibis budget Cergy Pierrelaye,"Can't say anything about the hotel itself, but the receptionist was our hero. After getting stuck here with a Zity car that broke down, we were unable to to get Zity to help us. They didn't speak English and with my limited French they told us to call the police, who obviously told us it was Zity's problem! Fortunately the receptionist was extremely helpful and called Zity for us and arranged a solution. Big thanks to the young guy working there July 25th in the afternoon."
"Za La Porte Ouest, Route nationale 14, 95480 Pierrelaye, France",ibis budget Cergy Pierrelaye,"No one spoke english. Very loud street noise. Rooms look like a prison or a hospital room. Noisy night time cleaners, noisy mornings , have been woken up several times.. tried to call hotel lines to complain and were not reachable.. i do not recommend.."
"Za La Porte Ouest, Route nationale 14, 95480 Pierrelaye, France",ibis budget Cergy Pierrelaye,Its a cool place to be and the bunk-beds are extraordinary but the only thing that keeps it on a four is that the dorms are abit small aswell as the bathrooms
"2, Za La Tête De Buis, N4, 77340 Pontault-Combault, France",ibis budget Pontault-Combault RN4 Marne-la-Vallée,"A great choice for anyone planning to visit both the center of Paris, as well as Disneyland. The rooms are very affordable and clean and the staff are very responsive and helpful."
"2, Za La Tête De Buis, N4, 77340 Pontault-Combault, France",ibis budget Pontault-Combault RN4 Marne-la-Vallée,"Too small. Very claustrophobic, shower is dirty not cleaned and refreshed. The towel layed in the Shower? Why? The shower was or really warm or really cold. But okay the beds were extremely hard. The beds are a sort of diy thing. Overall room is bad. The breakfast was good 👍🏼 and enough options!"
"2, Za La Tête De Buis, N4, 77340 Pontault-Combault, France",ibis budget Pontault-Combault RN4 Marne-la-Vallée,Badest room ever. I don't like it. Room was dirty. I don't want to sleep there. Bugs in bed.
"2, Za La Tête De Buis, N4, 77340 Pontault-Combault, France",ibis budget Pontault-Combault RN4 Marne-la-Vallée,"Perfect inexpensive hotel! The room is clean and comfortable with a very helpful front desk lady.  Thank you for your kindness, speaking English with me!!!"
"2, Za La Tête De Buis, N4, 77340 Pontault-Combault, France",ibis budget Pontault-Combault RN4 Marne-la-Vallée,"for the price we did not expect much , was just for a quick overnight stay , unfortunately did not sleep much , very noisy hotel children playing and walking in the hallway until 2 am, and at 6 again a lot of noise,  when I wanted to complain no one to be found at the reception ..., on the website there was also bar or vending machines 24/24 only a pity that there was no drink in the vending machines, and the employee did not know where we could find something at the time ... bunk bed was very unstable so our daughter had to put her mattress on the floor ... and the bed was not even made ready, sheets were dirty and shower too, budget or not there are standards, especially if there are still children making noise in the hallway after 12 that the person in charge also says something , TO THE HOTEL OWNER I CAN TELL MANY MORE WHERE YOU CAN IMPROVE!!!!!!!! this was not all but 1 star is to much"
"Zone De La Haie Passart, 77170 Brie-Comte-Robert, France",Kyriad Brie Comte Robert,"I spent two nights at the hotel. The second night they came into my room while I was sleeping and the door was locked. They stole my money and my cell phone. I ask how they came into the closed room? The police refused to come out. The receptionist told me to go to the police station. But he did not want to come out!
I do not recommend to anyone! No one!"
"Zone De La Haie Passart, 77170 Brie-Comte-Robert, France",Kyriad Brie Comte Robert,"Big rooms, very nice food, breakfast and dinner are very good. Everything was very clean."
"Zone De La Haie Passart, 77170 Brie-Comte-Robert, France",Kyriad Brie Comte Robert,Good conditions ...olso good place for fun...
"Zone De La Haie Passart, 77170 Brie-Comte-Robert, France",Kyriad Brie Comte Robert,Very good
"Zone De La Haie Passart, 77170 Brie-Comte-Robert, France",Kyriad Brie Comte Robert,Shabby needs complete upgrade
"35 Av. de Saint-Germain, 78560 Le Port-Marly, France",B&B Hôtel Le Port Marly Saint Germain en Laye,"The price is cheap for Paris’ suburbs, and the hotel is clean. But the location is noisy, the bedrooms completely exposed to other buildings or to the road which is also really noisy. The bedroom is clean but the bathroom is too small, and the mattresses really hard. Also, parking the car is tough if you don’t want to pay an extra for the car park.
I would recommend the place only for a night if you can not afford something else."
"35 Av. de Saint-Germain, 78560 Le Port-Marly, France",B&B Hôtel Le Port Marly Saint Germain en Laye,It was a great value for what the room was. It had all the necessary commodities and the room was very clean and spacious. The breakfast also had a good small selection. I was overall happy with my stay and would recommend anyone to stay here if they were looking for a budget place to stay. The staff were welcoming too even though they only spoke French.
"35 Av. de Saint-Germain, 78560 Le Port-Marly, France",B&B Hôtel Le Port Marly Saint Germain en Laye,"The hotel have the worst service ever, the employees are too rude and the room are not matching the photos at all, I booked 3 nights and payed and I could not even stay there for 5 min and I asked for refund and never got it back. I will never come back to that hotel. So bad service and no one speaks English and took my money for nothing"
"35 Av. de Saint-Germain, 78560 Le Port-Marly, France",B&B Hôtel Le Port Marly Saint Germain en Laye,"Dreadful service, room not ready by 8pm, alternative room on top floor not ideal for wheelchair user, no electricity in the room, then told we had to move to a different hotel, staff unhelpful and non-attentive."
"35 Av. de Saint-Germain, 78560 Le Port-Marly, France",B&B Hôtel Le Port Marly Saint Germain en Laye,"We visited Paris for the Champions League Final and stayed at B&B Hotel.  Although it was out of the city centre, the price was very good and it came recommended by a friend.  The hotel was clearly very new and decorated very nicely.  The lady on reception was incredibly friendly and helpful, despite not speaking much English, checked us in and arranged our parking.  The room was lovely, although we would have preferred a room with a view.

FYI - An Uber costs around €35 and takes 25 minutes to get into Paris.

On the first morning, we missed breakfast but we were approached by the lady on reception who gave us a free coffee each and a range of pastries.  It was an amazing and thoughtful gesture, We had breakfast on the second morning in the restaurant and it was very nice.

Overall this restaurant was amazing and I would highly recommend it.  The staff were all great, especially the lady with the dark hair who was especially helpful."
"Rue du Danemark, 77127 Lieusaint, France",B&B HOTEL Lieusaint Carré Sénart,"A good hotel near the highway, not that far from Paris, close to RER train station. Rooms are clean, comfortable and very nice, the shower in the bathroom is quite spacious. The breakfasts in the hotel's cafeteria are very basic but it's enough to start a day well. I enjoyed my stay."
"Rue du Danemark, 77127 Lieusaint, France",B&B HOTEL Lieusaint Carré Sénart,"Was extremely satisfied to have found a nice clean room and bathroom, with sufficient towels and soap, breakfast was beyond my expectations and Hotel personnel very friendly. we stayed over for a Golf Competition near by and it was just the perfect solution, we will use B&B for our next competitions elsewhere thank you"
"Rue du Danemark, 77127 Lieusaint, France",B&B HOTEL Lieusaint Carré Sénart,"Well maintained place and very functional and minimalistic hotel. However, it is located in a business area with no shops around."
"Rue du Danemark, 77127 Lieusaint, France",B&B HOTEL Lieusaint Carré Sénart,"HORRIBLE experience. *AVOID* Arrived late to a closed gate and no way for me to get into the premises. No sign of life at the hotel completely dark. Had to find elsewhere to go for the night.

Customer service was just as bad. They refused to refund me my money stating they had automatic checkin(how do you check in when you can’t even get to the door?). They quickly changed their tune to it being a ‘special offer’ which couldn’t be refunded. Took weeks to reply and usually only after I sent a follow up."
"Rue du Danemark, 77127 Lieusaint, France",B&B HOTEL Lieusaint Carré Sénart,"Poor service and extremely high price for this low level stay.
The room was not cleant during my 2 nights stay, with the excuse of Covid-19
Breakfast is quite poor. No espresso, no fresh juice, everything industrial of poor quality.
The gate didn't open during my 2nd night and I and many other guests were forced to leave the car outside.  Nobody answered to our assitance call.
No bidet in the bathroom. Only 1 towel.
Wifi cannot be connected."
"4 Rue de la Pompadour, 94470 Boissy-Saint-Léger, France",Hôtel Première Classe Boissy-Saint-Léger,"The rooms are dirty and stinky, when confronted about it the recepcionist said ""I can't do much about it"". The bathroom is small and bugs come out of the drain. The AC is inefficent and it stinks of either cigarettes or smells like a zoo"
"4 Rue de la Pompadour, 94470 Boissy-Saint-Léger, France",Hôtel Première Classe Boissy-Saint-Léger,"I DO NOT RECOMMEND!!! THE SMELL OF MOLD, COCKROACHES, DIRTY...The worst hotel I have ever stayed in.  👎"
"4 Rue de la Pompadour, 94470 Boissy-Saint-Léger, France",Hôtel Première Classe Boissy-Saint-Léger,I will not recommend this hotel at all  even though you're coming for short stay
"4 Rue de la Pompadour, 94470 Boissy-Saint-Léger, France",Hôtel Première Classe Boissy-Saint-Léger,unfriendly and Very badly stef . Very small room
"4 Rue de la Pompadour, 94470 Boissy-Saint-Léger, France",Hôtel Première Classe Boissy-Saint-Léger,"It was horrible. Cigaratte smell, dirty bed linen, small room and the ""bathroom"" reminded me a Camping toilet for real. The woman at zur Reception couldnt speak any english word and was unkempt.... You also have to pay the taxes double. We paid taxes while we booked the rooms online and then we paid taxes at the reception, it was also suspicious....We travel a lot and should never pay on taxes extra"
"103 Rue Paul Vaillant Couturier, 93130 Noisy-le-Sec, France",B&B HOTEL Paris Romainville Noisy-Le-Sec,"Not a great location. Near the subway, but that's not great if you want to keep your wallet. Paris should be ashamed of the reputation they have for pick pockets. The hotel was ok, the manager was nice enough to let us use a phone charger. I consider it a very average, low end hotel."
"103 Rue Paul Vaillant Couturier, 93130 Noisy-le-Sec, France",B&B HOTEL Paris Romainville Noisy-Le-Sec,"good location, decent sized familly room. bathroom would do with the bigger size and a little bit tight. room would do with some re-fresh. maybe a little bit more expensive as i would like but it is Paris and in between 2 and 3ed zone. close to metro station, 15min away. secured car park, charged extra but reasonable priced. staff friendly and helpfull. breakfast would be nice to be included in price but charged extra, nice local bakery accorss the street."
"103 Rue Paul Vaillant Couturier, 93130 Noisy-le-Sec, France",B&B HOTEL Paris Romainville Noisy-Le-Sec,"You get what you pay for. Constantly loud noises of doors opening and closing all night. Air conditioner that doesn’t work. Wifi that has trouble loading emails and okay extras.

The staff was helpful and kind and for a place to sleep for a few hours till your next adventure. It wasn’t bad."
"103 Rue Paul Vaillant Couturier, 93130 Noisy-le-Sec, France",B&B HOTEL Paris Romainville Noisy-Le-Sec,Great hotel. Welcoming staff for check-in. Room is well optimized with all the things you need and a good level of comfort for this category. the surrounding of the hotel is ok but might be a bit scary at night especially for woman alone.
"103 Rue Paul Vaillant Couturier, 93130 Noisy-le-Sec, France",B&B HOTEL Paris Romainville Noisy-Le-Sec,Very clean rooms. Tasty breakfast
"Parc Des Activités Des Arpents, Rue des Cygnes, 77340 Pontault-Combault, France",ibis budget Marne-la-Vallée Pontault-Combault,"Amazing hotel.
Spotless rooms with relatively soft beds.
A great shower and a nice bathroom overall.
There were friendly people at the reception and effortless key dropoff.
And all for not too much money.
The only slight negative was the limited parking space, but the parking of the bistro next door had plenty of space ☺️"
"Parc Des Activités Des Arpents, Rue des Cygnes, 77340 Pontault-Combault, France",ibis budget Marne-la-Vallée Pontault-Combault,"I stayed in this hotel with my family for Disneyland vacations. Our room had some big issues which made the first night nothing comfortable, but why I'm classifying it as positive?  Because issues can happen on any hotel, what makes it positive is how the problems are resolved.  The front desk staff did their best to resolve the issues. Later the hotel director acknowledged the facts and fixed the issues.  Congratulations for demonstrating great customer care. This is one of the reasons why I'm a loyal customer for Accor hotels."
"Parc Des Activités Des Arpents, Rue des Cygnes, 77340 Pontault-Combault, France",ibis budget Marne-la-Vallée Pontault-Combault,"Great location 15 mins drive to Disney parc and V’al d’europe. Nice simple 3 person budget rooms with bathroom en suite, you get what you pay so good value for your money. Parking is free and one of the view hotelparkings where we can enter with our SUV and roof box."
"Parc Des Activités Des Arpents, Rue des Cygnes, 77340 Pontault-Combault, France",ibis budget Marne-la-Vallée Pontault-Combault,"Very good hotel , with a nice breakfast food and very helpful service ..people from reception they are very nice and helpful ..location is very good if u want to visit centre of Paris is only 45 minutes driving and Disneyland 25 minutes ...best place"
"Parc Des Activités Des Arpents, Rue des Cygnes, 77340 Pontault-Combault, France",ibis budget Marne-la-Vallée Pontault-Combault,Handy for a stop over night before booking in to Disney. The staff were friendly. Accommodation vasic but clean. Does what it says on the tin.
"Centre Commercial Le Grand Val Zac Du Pont Aux Rayons, 95290 L'Isle-Adam, France",ibis budget L'Isle-Adam,Budget hotel north west of Paris room was comfortable and there were plenty of food outlets nearby and a supermarket within easy walking distance.
"Centre Commercial Le Grand Val Zac Du Pont Aux Rayons, 95290 L'Isle-Adam, France",ibis budget L'Isle-Adam,"The hotel is okay.
The workers are nice.
Park easy, big.
But the CEO in this hotel is a crazy, abnormal man, who is not costumer centralized.
He is arrogant, shouting man.
I hope the IBIS central will fired him, cause he is not the best person for this job.
I will make a letter to the IBIS central, and I complaining the man!"
"Centre Commercial Le Grand Val Zac Du Pont Aux Rayons, 95290 L'Isle-Adam, France",ibis budget L'Isle-Adam,"This hotel employs the worst receptionist you can find. Absolutely disrespectful, rude, and aggressive. He treats customers like he is disgusted by them. We have seen him fighting people many times during our stay. He has a constant “if you don’t like it, just leave” attitude which is very annoying. Avoid this place at all costs."
"Centre Commercial Le Grand Val Zac Du Pont Aux Rayons, 95290 L'Isle-Adam, France",ibis budget L'Isle-Adam,Room was basic no shower curtain so water filled the whole bathroom area breakfast staff not welcoming or helpful. Pillows were wafer thin I even folded it but was still inadequate.
"Centre Commercial Le Grand Val Zac Du Pont Aux Rayons, 95290 L'Isle-Adam, France",ibis budget L'Isle-Adam,"The room was good for the price (48€). It included breakfast. I slept well, the bed is hard as it should be everytime but take care of the noise, I live in a big city so it's usual for me but it can be annoying."
"16 Av. Dumont, 93600 Aulnay-sous-Bois, France",Hôtel du Parc Aulnay,"Best place to be near the Aulnay station which is in the middle of the airport and Gare du Nord.Very friendly and flexible staff.
A few steps away there many restaurants and French pastries.
Affordable pricing."
"16 Av. Dumont, 93600 Aulnay-sous-Bois, France",Hôtel du Parc Aulnay,"Warning ⚠️: Theft of personal belongings

The following is from my experience staying at Hôtel du Parc Aulnay, and is my honest held opinion:

During my stay on the second night I noticed personal belongings were missing from my room. I approached reception about the issue and was told, after 30 minutes of back and forth, that the items were in a trash bag. I demanded for them to be returned to me. An hour or two later, I received my belongings along with a verbal apology from the receptionist (I am happy with this outcome).

On the third night, my last night of the stay, the same items were missing from my room. I approached reception, quite upset about the issue. The receptionist called his boss (different to the receptionist on the first night), and the boss repeatedly hung up on me, and refused to tell me where my items were, or how to get them back.

I have had my belongings stolen from me, twice, and I am now unable to get them back the second time. Oh and the rooms and bed and stuff are good enough."
"16 Av. Dumont, 93600 Aulnay-sous-Bois, France",Hôtel du Parc Aulnay,Very happy experience from the staff at night. I was trapped in CDG and this is the only hotel answered call midnight. Even got an upgraded room for free. The facility is not perfect but the price and quick response are great.
"16 Av. Dumont, 93600 Aulnay-sous-Bois, France",Hôtel du Parc Aulnay,"Incredibly rude receptionist. Tv doesn’t work despite specifically checking multiple times beforehand. Wallpaper peeling off the walls. Two power cuts in one night. Worst hotel service. When we complained about the TV, the receptionist told us “if you don’t like it, you can leave without a refund”. Charming.

Would give zero stars if it was an option"
"16 Av. Dumont, 93600 Aulnay-sous-Bois, France",Hôtel du Parc Aulnay,"This hotel was rubbish. Booked a twin bed room, 75 euro. Went into the room found out the heating was not working, told reception and I was told to use a different remote. Told them the remote works however they insisted, of course, that did not work and so I asked to change room. This was refused. I was given a small electric heater instead and that did not help, the room was freezing.

The next day, I said I want to leave and to refund the 2nd-night stay, I was told I will be given a different room. Went in and had the exact same problem... Nobody is willing to help and refused the refund.
In the end, I just left the place and went to hotel B&B which was 100 times better and cheaper.. Yes I lost the 2nd night stay but there was no other options.
these guys are cheats... avoid this place...."
"2 Rue Ernest Sarron, 77410 Claye-Souilly, France",Fasthôtel Claye-Souilly Roissy CDG,"I was sent pin to enter the car park and reference to retrieve the room key from the automated check-in machine. The pin for the car park worked fine but retrieving the key from the automated machine proved to be impossible even though it found my booking on the screen and I attempted to follow the instructions multiple times including trying to make a new booking and paying again. I tried several times to call their ""emergency number"" which was constantly switched off! Nothing worked I had to sleep in my car."
"2 Rue Ernest Sarron, 77410 Claye-Souilly, France",Fasthôtel Claye-Souilly Roissy CDG,Average place to be in pretty small rooms
"2 Rue Ernest Sarron, 77410 Claye-Souilly, France",Fasthôtel Claye-Souilly Roissy CDG,Incredibly terrible. Like a cage for chicken. Very low comfort.
"2 Rue Ernest Sarron, 77410 Claye-Souilly, France",Fasthôtel Claye-Souilly Roissy CDG,Decent place for the price with appreciable customer service.
"2 Rue Ernest Sarron, 77410 Claye-Souilly, France",Fasthôtel Claye-Souilly Roissy CDG,Normal level
"7 All. des Carrières, 77090 Collégien, France",hotelF1 Marne-la-Vallée Collégien,"It is a good place if you look for a somewhere to stay on a budget in Paris. One one hand the “cabrio” room is very clean and has private bathroom but on the other hand it is literally the tiniest room I’ve seen in my life: no nightstands, no wardrobe, no storage whatsoever only 40cm around the bed each side and the bathroom is less than the minimum size acceptable. As said it is good for the price but forget about comfort"
"7 All. des Carrières, 77090 Collégien, France",hotelF1 Marne-la-Vallée Collégien,"Went here for a night sleep before going to disney. We had a ""cabrio"" room so our own toilet and shower. The area surrounding the hotel felt safe. The reception desk was helpful and when we visited spoke good english.

Entry to the room is by a 6 digit code. The room was small (as expected for the price) But it was okay and clean. The bathroom was okay aswel. (we did take a quick peak in the common bathroom down the hallway, that one looked okay aswel)

The bed was okay (a bit hard but i like it). We also had free wifi during our stay.
The only things i found lacking was a bit more sound isolation from the hallway, other doors closing or opening can be heard really well (this was also a problem with some of the ibis hotels we visited). Also there was no additional lock on the hotel door something i would have used if it were there.

overall we were pleasantly surprised by the price/ quality of the f1 hotel and would definetly go again if all we need is a room for the night."
"7 All. des Carrières, 77090 Collégien, France",hotelF1 Marne-la-Vallée Collégien,"Bed bugs in the hotel! Our little son had rash because of these bugs.

Hotel did not refund the second night which we - of course - cancelled."
"7 All. des Carrières, 77090 Collégien, France",hotelF1 Marne-la-Vallée Collégien,"Small room, but you can sleep and friendly staff that’s important."
"7 All. des Carrières, 77090 Collégien, France",hotelF1 Marne-la-Vallée Collégien,"I was sold a room
With a double bed for me and my partner and single beds for the kids.
When we arrive, we had 2 sets of triple bunk beds. The guy at the desk said that they had recently refurbed the hotel and hadn't updates the system yet. I should have been made aware of this at booking.
I would have found another place with suitable sleeping arrangements.

The shower and toilet facilities were vile—mould on the shower floors and wee in the seats. It was disgusting and not monitored at all.

The entire place smelt of cigarettes
Because they allow
People.To Smoke between the entrance doors.
Smoking in the establishment was not mentioned in the description either. Again, I would have picked another hotel.

I can not for the life of me get into contact with a customer service representatives so will have to go through other channels."
"Roissy-en-France, 1 All. de la Font des Tournelles, 77230 Saint-Mard, France",Hôtel initial by balladins Roissy CDG / Saint-Mard,"Nice and affordable, , beds are pretty small, customers service was very nice and close to CDG airport , €20 on Uber.. They serve b/fast for €8, and there's a McDonald round the walker and a whole food,  five minute walk."
"Roissy-en-France, 1 All. de la Font des Tournelles, 77230 Saint-Mard, France",Hôtel initial by balladins Roissy CDG / Saint-Mard,"It was a nice and comfortable stay, in a warm welcome environment from the working team"
"Roissy-en-France, 1 All. de la Font des Tournelles, 77230 Saint-Mard, France",Hôtel initial by balladins Roissy CDG / Saint-Mard,Small rooms but ample for what I needed
"Roissy-en-France, 1 All. de la Font des Tournelles, 77230 Saint-Mard, France",Hôtel initial by balladins Roissy CDG / Saint-Mard,"Smelly rooms, no restaurant or bar. But for 49 euro for a transit night it is ok."
"Roissy-en-France, 1 All. de la Font des Tournelles, 77230 Saint-Mard, France",Hôtel initial by balladins Roissy CDG / Saint-Mard,Rooms are very tiny and dark. Very affordable and staff is nice and accommodating though so that's a plus
"10 Rue de la Belle Borne, 93290 Tremblay-en-France, France",easyHotel Paris Charles de Gaulle Villepinte,"Real good considering the price you pay. Rooms are cosy and well thought out, bathrooms are nice and clean, everything is new, and it has air conditioning.
There is a shopping center right next to it, and their food places work late into the night, so you can get some food untill like midnight.
The center of Paris is rather far tho, but the public transport is so good it's really not a problem :)
All in all great holiday staying there :)"
"10 Rue de la Belle Borne, 93290 Tremblay-en-France, France",easyHotel Paris Charles de Gaulle Villepinte,"There is nothing ""easy"" about checking in at this place. After traveling for 7 hours that day we wanted nothing more but to kick our feet up. The problem is the incompetent employee couldn't figure out how to look up our reservation. So we had to stand there for over 30 minutes until she eventually asked for someone. Then after all that you would think throwing in a complimentary breakfast or something would be nice but nope nothing. This place charges for everything extra. They then try to sell you breakfast but there's actually an entire supermarket and mall right out front the mall isn't super cheap but there's a lot of options."
"10 Rue de la Belle Borne, 93290 Tremblay-en-France, France",easyHotel Paris Charles de Gaulle Villepinte,"No frills, efficient, comfy and clean.
Spent 4 nights. Room was quite small but adequate.
Breakfast was decent.
Loved the staff.
Plenty of places to eat in the shopping centre (see pic)
Loved the wild flowers too.
Dogs allowed!"
"10 Rue de la Belle Borne, 93290 Tremblay-en-France, France",easyHotel Paris Charles de Gaulle Villepinte,"Very good location if only for the huge shopping centre with excellent restaurants next door.
The young man at check-in (Sun pm 13 Aug) was perfectly friendly and very hospitable with a natural affinity for guests - an asset to the company.
My only small gripe is a lack of kettle and cups in the room. And the TV remote doesn't seem to have up/down buttons required for a pathological channel surfer such as I."
"10 Rue de la Belle Borne, 93290 Tremblay-en-France, France",easyHotel Paris Charles de Gaulle Villepinte,"Brand new hotel which is very close to the airport, only 10 minutes away. The hotel has receptionist 24/7, where you can check in and out any time of the day.  There is no way to contact the hotel directly. I saw the receptionist hanging up on every phone call they receive. The room was ok and we had the family room with 3 beds. The bathroom and rooms are brand new. The hotel is frequented by young people visiting France. There is a filtered water dispenser for free. If you have a bottle, they charge .50 for an empty bottle if you don't have a bottle, car parking costs 12 euros for a day, and it is very safe. They only accept credit cards, and no cash is accepted at the hotel. Remember, this is not the Hilton. Not easy to find the hotel and the car parking is in the back. You have to drive around the hotel to park. Thank you, management for having a close by hotel to the airport with a decent price."
"1 Rue Léonard de Vinci, 93600 Aulnay-sous-Bois, France",B&B HOTEL Paris Nord Aulnay-sous-Bois,"The hotel is very okay, just the location that's not clear for uber drivers and I didn't feel very safe in the neighborhood. The price is good and the room itself is good. The wifi is not good since you have to connect and subscribe every time you get in the hotel. There's a bus station near by that you can get a bus to the train station and then you can go to Paris. Since I was working in Parc des Exposicion it was good to go by uber and not so easy to go to the salon."
"1 Rue Léonard de Vinci, 93600 Aulnay-sous-Bois, France",B&B HOTEL Paris Nord Aulnay-sous-Bois,It is a clean place. Good for spending night or two. We like it. It was quite and clean. It has a good dine out place just on walking distance. Good Bed and Bath.
"1 Rue Léonard de Vinci, 93600 Aulnay-sous-Bois, France",B&B HOTEL Paris Nord Aulnay-sous-Bois,"We enjoyed out stay at B&B Hotel Aulnay-Sous-Bois; I have used the brand before so I knew I wouldn't be disappointed.

Our taxi from the airport was reasonable and check in was straightforward; we arrived quite late but the receptionist was patient, polite and showed us where our room was.

Overall, the room was adequate and we particularly enjoyed the air conditioning; for the price, so close to Paris, we couldn't complain.

My main disappointment was, although it was possible to get into the centre of Paris from the hotel, it was not as easy as I expected or as the hotel's marketing suggested; there was not a direct train from or to Aulnay-Sous-Bois station, really; these are the airport trains, which are very expensive.

I would recommend the hotel, however - we had a comfortable stay for two nights and it was very good value for money."
"1 Rue Léonard de Vinci, 93600 Aulnay-sous-Bois, France",B&B HOTEL Paris Nord Aulnay-sous-Bois,"Comparing with B&b Germany, the quality is very low in France ... Not clean, hard bed , dirty shower and toilet ...
The cleaning woman is not checked and because of this she is not doing a good job ."
"1 Rue Léonard de Vinci, 93600 Aulnay-sous-Bois, France",B&B HOTEL Paris Nord Aulnay-sous-Bois,"I have visited many hotels but for me this is the best one. I liked it so much.  The location is very good its like a place for camping , it was clean and especially the hot welcoming from the people working there. thank you so much we were really satisfied"
"Zone Industrielle, 1 Rue Claude Bernard, 77550 Moissy-Cramayel, France",France Hotellerie,Good menu
"Zone Industrielle, 1 Rue Claude Bernard, 77550 Moissy-Cramayel, France",France Hotellerie,good...
"Zone Industrielle, 1 Rue Claude Bernard, 77550 Moissy-Cramayel, France",France Hotellerie,Top
"Zone Industrielle, 1 Rue Claude Bernard, 77550 Moissy-Cramayel, France",France Hotellerie,Super
"Zone Industrielle, 1 Rue Claude Bernard, 77550 Moissy-Cramayel, France",France Hotellerie,Top
"Rue de l'Étang de la Loy, 77400 Saint-Thibault-des-Vignes, France",Hôtel Première Classe Saint Thibault Des Vignes,"It is nothing like the reviews say ,but the rooms are quite small and the walls are really thin ,but other than that  the beds were confortable and had good pillows enough room under the bed for suitcases breakfast was good nothing really fancy ,but a large variety! From this I’m guessing they actually listen to the reviews. If your looking for a cheap hotel ,but also not a completely horrible one then this is one. This is also only my first day."
"Rue de l'Étang de la Loy, 77400 Saint-Thibault-des-Vignes, France",Hôtel Première Classe Saint Thibault Des Vignes,"Friendly and helpfull staff.
Cheap rooms but with a lot of noise......
Really basic breakfast but still good.
15 minutes from Disneyland Paris!"
"Rue de l'Étang de la Loy, 77400 Saint-Thibault-des-Vignes, France",Hôtel Première Classe Saint Thibault Des Vignes,"don’t even get me started on this place, i stayed for 2 nights for a school trip and didn’t feel safe at all. Firstly the walls are paper thin and the hallways and our room absolutely stunk of cigarettes after the cleaning lady came to make our beds. beds which had large BROWN stains on 2/3 (too scared to even check the last.) they are rock hard and the pillows weren’t even pillows but lumpy cushions so try bring your own. there was no quilt, instead a thin sheet.

there was no light in the tiny room??? we had four lamps stuck next to our beds.
we had bugs in our room also.

The bathrooms are a hunk of pink plastic in the corner of the rooms and are the size of an airplane toilet or not even that. Toilet is fine but just REALLY loud and we all didn’t want to use the shower with mould growing in it. Hairs and something sticky in the
sink. impression made that the bathroom hadn’t been cleaned in a while since there was hairs on the floor.

breakfast was fine but nothing special as expected.
understandable that it is a budget hotel but the place was dirty and smelly as well as ugly"
"Rue de l'Étang de la Loy, 77400 Saint-Thibault-des-Vignes, France",Hôtel Première Classe Saint Thibault Des Vignes,"Stayed for school trips, rooms have terrible quality.Tiny bathroom with weird yellow stains and hairs everywhere- door handle almost breaking off. The bed sheets had some brown stains on them and after sitting down on the bed I noticed a red rash over my legs and arms.I assume it's something to do with the bed."
"Rue de l'Étang de la Loy, 77400 Saint-Thibault-des-Vignes, France",Hôtel Première Classe Saint Thibault Des Vignes,"Arrived after driving for 14 hours in a coach from UK with our lovely sixth form students and the manager was rude and sent me back to the coach as we were an hour early. We had already paid in full and it seemed that no politeness was deemed necessary. The students were told to stay in their rooms and not sit in the only communal space- the dining room at any time. One night I was awakened by a manger complaining about noise- yet none of us were making any as we were all asleep! In fact, he woke us up! The next evening the police were on site. The rooms were clean, but so small as they had squeezed a bunk above the twin beds, there was no room to put bags really and the bathroom was very small. The local shops were useful though and there was a lovely local Creperie who were so lovely and kind it really cheered us up!"
"11 All. Commandant Guesnet, 77170 Brie-Comte-Robert, France",Fasthotel Brie-Comte-Robert,"Very cheap hotel but clean and reasonably quiet.
Near main autoroute so far from peaceful but okay. Little rundown and area not great - but at that price…..👍👍👍"
"11 All. Commandant Guesnet, 77170 Brie-Comte-Robert, France",Fasthotel Brie-Comte-Robert,"Very basic motel. The room was not perfectly clean and functional (spider web in corner of room and toilet did not flush). However, staff were fairly helpful and it was an inexpensive amd useful motel stay."
"11 All. Commandant Guesnet, 77170 Brie-Comte-Robert, France",Fasthotel Brie-Comte-Robert,Correct
"11 All. Commandant Guesnet, 77170 Brie-Comte-Robert, France",Fasthotel Brie-Comte-Robert,Awesome
"11 All. Commandant Guesnet, 77170 Brie-Comte-Robert, France",Fasthotel Brie-Comte-Robert,excellent
